ID,FECHA_REPORTE,TIPO_INCIDENTE,GRAVEDAD,AreaRecreativaID
87,2021-04-01T00:00:00.000000Z,accidente,alta,8909095
88,2024-06-17T00:00:00.000000Z,caida,alta,16780
89,2020-09-14T00:00:00.000000Z,robo,baja,18363
90,2020-01-29T00:00:00.000000Z,accidente,critica,18292
91,2021-02-10T00:00:00.000000Z,caida,critica,7802438
92,2022-12-21T00:00:00.000000Z,dano estructural,alta,18370
93,2022-10-12T00:00:00.000000Z,vandalismo,critica,7247843
94,2021-10-15T00:00:00.000000Z,accidente,critica,17872
95,2023-10-13T00:00:00.000000Z,dano estructural,media,17927
96,2022-09-19T00:00:00.000000Z,accidente,critica,17854
97,2020-12-17T00:00:00.000000Z,robo,critica,5237131
98,2022-05-28T00:00:00.000000Z,caida,alta,52073
99,2022-10-05T00:00:00.000000Z,accidente,critica,7125612
100,2021-06-30T00:00:00.000000Z,robo,media,17909
101,2020-07-27T00:00:00.000000Z,robo,media,16831
102,2020-07-19T00:00:00.000000Z,caida,baja,18234
103,2024-08-23T00:00:00.000000Z,caida,critica,4988273
104,2023-01-01T00:00:00.000000Z,caida,alta,9187536
105,2024-08-23T00:00:00.000000Z,robo,media,17911
106,2020-03-12T00:00:00.000000Z,caida,media,17686
107,2021-07-03T00:00:00.000000Z,accidente,baja,52217
108,2020-03-20T00:00:00.000000Z,caida,alta,5175231
109,2021-10-24T00:00:00.000000Z,accidente,baja,17597
110,2024-09-18T00:00:00.000000Z,robo,baja,18470
111,2021-03-16T00:00:00.000000Z,vandalismo,baja,52111
112,2023-04-29T00:00:00.000000Z,caida,critica,17954
113,2021-09-14T00:00:00.000000Z,vandalismo,media,18295
114,2022-07-30T00:00:00.000000Z,caida,critica,16825
115,2021-12-23T00:00:00.000000Z,caida,alta,17477
116,2021-10-21T00:00:00.000000Z,robo,baja,7126577
117,2022-04-24T00:00:00.000000Z,caida,media,17109
118,2020-01-18T00:00:00.000000Z,vandalismo,media,17915
119,2023-01-01T00:00:00.000000Z,dano estructural,critica,16911
120,2021-08-19T00:00:00.000000Z,caida,alta,16811
121,2021-09-16T00:00:00.000000Z,accidente,baja,17413
122,2019-12-19T00:00:00.000000Z,dano estructural,media,16853
123,2020-01-30T00:00:00.000000Z,accidente,media,16718
124,2024-07-09T00:00:00.000000Z,vandalismo,media,16822
125,2021-07-20T00:00:00.000000Z,caida,media,17144
126,2020-01-01T00:00:00.000000Z,caida,alta,52192
127,2022-09-30T00:00:00.000000Z,caida,baja,17701
128,2023-06-30T00:00:00.000000Z,robo,baja,16967
129,2022-02-06T00:00:00.000000Z,robo,media,17847
130,2019-12-03T00:00:00.000000Z,robo,critica,18269
131,2022-07-03T00:00:00.000000Z,robo,critica,5213818
132,2022-12-23T00:00:00.000000Z,dano estructural,media,18007
133,2022-03-13T00:00:00.000000Z,caida,alta,18036
134,2022-04-11T00:00:00.000000Z,vandalismo,media,52147
135,2022-04-06T00:00:00.000000Z,caida,media,17919
136,2022-03-20T00:00:00.000000Z,accidente,alta,17352
137,2020-09-29T00:00:00.000000Z,caida,alta,17937
138,2021-10-04T00:00:00.000000Z,dano estructural,alta,8799550
139,2023-08-25T00:00:00.000000Z,accidente,alta,18566
140,2021-09-06T00:00:00.000000Z,dano estructural,baja,18267
141,2022-12-02T00:00:00.000000Z,vandalismo,baja,18096
142,2024-07-25T00:00:00.000000Z,dano estructural,alta,17816
143,2022-08-06T00:00:00.000000Z,accidente,media,17969
144,2021-04-30T00:00:00.000000Z,accidente,alta,17424
145,2021-11-05T00:00:00.000000Z,caida,baja,18571
146,2022-05-26T00:00:00.000000Z,caida,media,18222
147,2022-12-29T00:00:00.000000Z,vandalismo,alta,5246180
148,2020-06-28T00:00:00.000000Z,robo,baja,17824
149,2021-08-01T00:00:00.000000Z,caida,baja,16896
150,2024-01-10T00:00:00.000000Z,accidente,alta,17087
151,2021-12-09T00:00:00.000000Z,vandalismo,baja,18204
152,2022-09-13T00:00:00.000000Z,dano estructural,baja,17339
153,2023-06-23T00:00:00.000000Z,vandalismo,baja,17029
154,2024-02-26T00:00:00.000000Z,dano estructural,alta,16672
155,2023-08-16T00:00:00.000000Z,accidente,critica,17826
156,2021-06-20T00:00:00.000000Z,caida,alta,17012
157,2022-11-11T00:00:00.000000Z,vandalismo,baja,18630
158,2020-11-13T00:00:00.000000Z,vandalismo,media,3573057
159,2021-01-02T00:00:00.000000Z,caida,alta,5231441
160,2019-10-29T00:00:00.000000Z,robo,alta,16771
161,2023-04-24T00:00:00.000000Z,dano estructural,media,18437
162,2023-01-11T00:00:00.000000Z,caida,critica,5211393
163,2024-06-24T00:00:00.000000Z,vandalismo,baja,17112
164,2024-06-14T00:00:00.000000Z,accidente,media,17583
165,2022-08-24T00:00:00.000000Z,robo,baja,18315
166,2020-07-13T00:00:00.000000Z,accidente,media,17344
167,2020-05-15T00:00:00.000000Z,vandalismo,critica,17000
168,2022-07-01T00:00:00.000000Z,dano estructural,baja,18433
169,2021-11-24T00:00:00.000000Z,caida,critica,18344
170,2024-09-15T00:00:00.000000Z,accidente,baja,18282
171,2023-01-07T00:00:00.000000Z,robo,alta,52209
172,2021-09-13T00:00:00.000000Z,vandalismo,critica,52177
173,2024-06-25T00:00:00.000000Z,accidente,alta,5237137
174,2022-10-26T00:00:00.000000Z,robo,baja,5219919
175,2024-02-17T00:00:00.000000Z,dano estructural,alta,5010682
176,2021-10-16T00:00:00.000000Z,dano estructural,alta,18176
177,2024-09-13T00:00:00.000000Z,caida,alta,17652
178,2024-06-06T00:00:00.000000Z,dano estructural,alta,451542
179,2023-10-18T00:00:00.000000Z,vandalismo,baja,451569
180,2024-09-26T00:00:00.000000Z,vandalismo,critica,18263
181,2023-02-23T00:00:00.000000Z,robo,media,18506
182,2022-08-14T00:00:00.000000Z,accidente,baja,17159
183,2023-11-17T00:00:00.000000Z,caida,media,18468
184,2021-12-25T00:00:00.000000Z,robo,baja,451569
185,2021-09-28T00:00:00.000000Z,caida,baja,18247
186,2024-08-27T00:00:00.000000Z,accidente,alta,17265
187,2024-05-28T00:00:00.000000Z,vandalismo,critica,5220259
188,2021-11-04T00:00:00.000000Z,vandalismo,media,17557
189,2024-09-23T00:00:00.000000Z,caida,baja,18595
190,2022-10-29T00:00:00.000000Z,caida,alta,17211
191,2020-08-24T00:00:00.000000Z,dano estructural,alta,17016
192,2020-12-28T00:00:00.000000Z,dano estructural,media,18634
193,2024-08-12T00:00:00.000000Z,accidente,critica,16842
194,2022-11-28T00:00:00.000000Z,vandalismo,baja,3568300
195,2024-02-03T00:00:00.000000Z,vandalismo,critica,5237118
196,2021-08-06T00:00:00.000000Z,robo,critica,17420
197,2023-12-03T00:00:00.000000Z,robo,baja,17900
198,2023-05-10T00:00:00.000000Z,robo,baja,16943
199,2024-07-30T00:00:00.000000Z,caida,alta,16821
200,2023-01-29T00:00:00.000000Z,caida,baja,3573048
201,2020-06-05T00:00:00.000000Z,dano estructural,critica,18351
202,2021-12-06T00:00:00.000000Z,robo,baja,4984713
203,2022-02-15T00:00:00.000000Z,vandalismo,critica,17779
204,2020-12-16T00:00:00.000000Z,robo,alta,16687
205,2022-07-25T00:00:00.000000Z,caida,alta,17939
206,2021-12-30T00:00:00.000000Z,robo,baja,52176
207,2023-07-27T00:00:00.000000Z,robo,critica,17036
208,2022-08-20T00:00:00.000000Z,dano estructural,baja,17844
209,2024-09-10T00:00:00.000000Z,caida,alta,17564
210,2021-03-22T00:00:00.000000Z,vandalismo,media,17547
211,2022-12-19T00:00:00.000000Z,dano estructural,media,17286
212,2020-11-02T00:00:00.000000Z,accidente,media,18073
213,2024-08-15T00:00:00.000000Z,dano estructural,baja,18378
214,2024-06-13T00:00:00.000000Z,robo,alta,18307
215,2021-05-30T00:00:00.000000Z,vandalismo,critica,18420
216,2021-08-04T00:00:00.000000Z,accidente,alta,461342
217,2022-11-01T00:00:00.000000Z,dano estructural,baja,18379
218,2020-10-19T00:00:00.000000Z,dano estructural,critica,8785368
219,2023-05-17T00:00:00.000000Z,vandalismo,alta,5240288
220,2024-03-13T00:00:00.000000Z,caida,baja,5175231
221,2024-03-04T00:00:00.000000Z,accidente,media,17924
222,2021-01-05T00:00:00.000000Z,vandalismo,baja,16854
223,2021-03-06T00:00:00.000000Z,accidente,critica,18102
224,2020-02-12T00:00:00.000000Z,vandalismo,media,18339
225,2024-08-20T00:00:00.000000Z,vandalismo,media,18484
226,2022-09-15T00:00:00.000000Z,robo,alta,7107699
227,2022-08-09T00:00:00.000000Z,dano estructural,alta,17219
228,2024-03-15T00:00:00.000000Z,robo,alta,17722
229,2024-03-22T00:00:00.000000Z,robo,media,16774
230,2024-07-20T00:00:00.000000Z,dano estructural,media,17201
231,2022-09-04T00:00:00.000000Z,caida,media,18614
232,2024-06-09T00:00:00.000000Z,caida,baja,5653914
233,2021-02-11T00:00:00.000000Z,robo,baja,3568959
234,2024-04-28T00:00:00.000000Z,dano estructural,media,8799552
235,2020-11-20T00:00:00.000000Z,dano estructural,baja,17283
236,2022-09-09T00:00:00.000000Z,accidente,baja,16896
237,2020-04-06T00:00:00.000000Z,vandalismo,alta,17599
238,2024-03-03T00:00:00.000000Z,vandalismo,alta,17409
239,2020-05-16T00:00:00.000000Z,caida,critica,17822
240,2020-06-07T00:00:00.000000Z,accidente,critica,17362
241,2021-09-21T00:00:00.000000Z,robo,baja,18173
242,2024-08-05T00:00:00.000000Z,vandalismo,media,9046339
243,2024-07-27T00:00:00.000000Z,vandalismo,media,16761
244,2020-06-05T00:00:00.000000Z,accidente,baja,3568711
245,2023-09-17T00:00:00.000000Z,robo,media,17721
246,2024-04-06T00:00:00.000000Z,robo,baja,18618
247,2022-06-19T00:00:00.000000Z,robo,critica,18616
248,2024-04-17T00:00:00.000000Z,accidente,baja,16820
249,2021-07-16T00:00:00.000000Z,accidente,critica,17514
250,2021-03-02T00:00:00.000000Z,vandalismo,critica,17093
251,2020-01-20T00:00:00.000000Z,accidente,critica,3531279
252,2022-07-28T00:00:00.000000Z,accidente,alta,8909088
253,2023-02-25T00:00:00.000000Z,robo,alta,17947
254,2021-04-03T00:00:00.000000Z,accidente,alta,18544
255,2023-05-25T00:00:00.000000Z,robo,alta,16964
256,2024-10-01T00:00:00.000000Z,accidente,media,17451
257,2022-04-19T00:00:00.000000Z,dano estructural,baja,3568168
258,2023-01-30T00:00:00.000000Z,dano estructural,media,17503
259,2020-08-13T00:00:00.000000Z,accidente,critica,17284
260,2022-12-12T00:00:00.000000Z,dano estructural,critica,7126585
261,2024-09-28T00:00:00.000000Z,accidente,critica,18457
262,2020-04-28T00:00:00.000000Z,vandalismo,critica,17386
263,2023-01-11T00:00:00.000000Z,robo,media,17987
264,2024-01-21T00:00:00.000000Z,accidente,critica,18129
265,2019-11-17T00:00:00.000000Z,dano estructural,baja,17625
266,2021-03-13T00:00:00.000000Z,vandalismo,baja,16863
267,2022-07-02T00:00:00.000000Z,vandalismo,alta,17593
268,2022-09-04T00:00:00.000000Z,vandalismo,alta,3568169
269,2023-11-05T00:00:00.000000Z,caida,baja,52211
270,2023-10-25T00:00:00.000000Z,accidente,baja,16872
271,2020-04-09T00:00:00.000000Z,robo,critica,5219934
272,2023-03-20T00:00:00.000000Z,caida,baja,17576
273,2022-02-06T00:00:00.000000Z,caida,baja,16762
274,2021-12-11T00:00:00.000000Z,vandalismo,baja,17091
275,2020-02-09T00:00:00.000000Z,vandalismo,alta,18588
276,2024-09-23T00:00:00.000000Z,vandalismo,alta,16834
277,2022-10-30T00:00:00.000000Z,dano estructural,media,17997
278,2020-12-16T00:00:00.000000Z,caida,alta,17342
279,2024-02-13T00:00:00.000000Z,robo,baja,5237112
280,2020-06-06T00:00:00.000000Z,accidente,alta,5133174
281,2022-10-09T00:00:00.000000Z,robo,baja,18190
282,2022-09-27T00:00:00.000000Z,accidente,media,17551
283,2022-07-14T00:00:00.000000Z,caida,media,18560
284,2023-12-05T00:00:00.000000Z,accidente,critica,18159
285,2022-06-17T00:00:00.000000Z,robo,baja,8799632
286,2021-02-20T00:00:00.000000Z,caida,media,5071674
287,2020-06-28T00:00:00.000000Z,dano estructural,media,17985
288,2022-03-12T00:00:00.000000Z,robo,media,18091
289,2024-10-09T00:00:00.000000Z,dano estructural,critica,52209
290,2020-11-18T00:00:00.000000Z,caida,baja,52225
291,2022-11-15T00:00:00.000000Z,vandalismo,baja,17065
292,2020-05-15T00:00:00.000000Z,dano estructural,media,17412
293,2023-11-04T00:00:00.000000Z,vandalismo,media,17022
294,2024-03-18T00:00:00.000000Z,caida,critica,17464
295,2023-05-05T00:00:00.000000Z,dano estructural,alta,17092
296,2020-04-05T00:00:00.000000Z,vandalismo,alta,52214
297,2023-04-06T00:00:00.000000Z,dano estructural,critica,17668
298,2019-12-30T00:00:00.000000Z,robo,media,18175
299,2021-09-07T00:00:00.000000Z,dano estructural,critica,16696
300,2020-08-04T00:00:00.000000Z,dano estructural,media,17801
301,2023-08-05T00:00:00.000000Z,dano estructural,critica,17542
302,2022-05-03T00:00:00.000000Z,vandalismo,media,9049653
303,2020-09-21T00:00:00.000000Z,vandalismo,media,17894
304,2024-09-08T00:00:00.000000Z,dano estructural,media,3568279
305,2020-05-20T00:00:00.000000Z,vandalismo,critica,18438
306,2020-07-29T00:00:00.000000Z,caida,media,18057
307,2023-11-30T00:00:00.000000Z,dano estructural,alta,52116
308,2022-08-07T00:00:00.000000Z,dano estructural,baja,9438309
309,2020-05-04T00:00:00.000000Z,robo,baja,3531279
310,2023-05-12T00:00:00.000000Z,dano estructural,baja,16907
311,2020-02-25T00:00:00.000000Z,dano estructural,baja,18323
312,2020-11-29T00:00:00.000000Z,vandalismo,media,18489
313,2020-02-10T00:00:00.000000Z,accidente,baja,16855
314,2020-05-09T00:00:00.000000Z,dano estructural,alta,7835585
315,2020-05-14T00:00:00.000000Z,vandalismo,baja,3573466
316,2019-11-12T00:00:00.000000Z,accidente,media,17009
317,2023-01-03T00:00:00.000000Z,robo,alta,3990963
318,2020-12-03T00:00:00.000000Z,vandalismo,baja,52193
319,2021-03-08T00:00:00.000000Z,dano estructural,critica,17396
320,2020-03-19T00:00:00.000000Z,robo,critica,17699
321,2021-02-10T00:00:00.000000Z,vandalismo,media,17857
322,2023-07-29T00:00:00.000000Z,dano estructural,alta,7872643
323,2023-07-20T00:00:00.000000Z,vandalismo,critica,7165942
324,2020-10-05T00:00:00.000000Z,dano estructural,alta,4794560
325,2023-12-22T00:00:00.000000Z,robo,media,17920
326,2020-05-18T00:00:00.000000Z,dano estructural,baja,3569191
327,2020-09-14T00:00:00.000000Z,robo,media,17165
328,2024-11-09T00:00:00.000000Z,vandalismo,critica,18156
329,2022-12-29T00:00:00.000000Z,dano estructural,baja,17137
330,2020-12-10T00:00:00.000000Z,accidente,media,3990960
331,2019-10-17T00:00:00.000000Z,caida,critica,9049643
332,2020-12-20T00:00:00.000000Z,accidente,media,17221
333,2024-07-02T00:00:00.000000Z,caida,media,17759
334,2023-03-26T00:00:00.000000Z,accidente,media,16920
335,2024-04-22T00:00:00.000000Z,dano estructural,media,52090
336,2022-02-13T00:00:00.000000Z,caida,media,18231
337,2024-01-23T00:00:00.000000Z,accidente,baja,3531283
338,2020-12-05T00:00:00.000000Z,vandalismo,critica,17123
339,2023-09-27T00:00:00.000000Z,caida,media,52107
340,2023-02-17T00:00:00.000000Z,dano estructural,media,52144
341,2021-12-23T00:00:00.000000Z,dano estructural,critica,16916
342,2023-08-19T00:00:00.000000Z,vandalismo,critica,17400
343,2023-08-18T00:00:00.000000Z,caida,alta,17741
344,2020-02-22T00:00:00.000000Z,vandalismo,baja,17723
345,2022-03-10T00:00:00.000000Z,caida,alta,17483
346,2023-12-14T00:00:00.000000Z,vandalismo,media,17215
347,2022-01-08T00:00:00.000000Z,caida,critica,17794
348,2020-06-12T00:00:00.000000Z,robo,alta,17811
349,2021-05-29T00:00:00.000000Z,caida,critica,5654051
350,2020-11-26T00:00:00.000000Z,vandalismo,critica,18536
351,2023-07-12T00:00:00.000000Z,vandalismo,critica,4749897
352,2021-06-17T00:00:00.000000Z,caida,media,5211393
353,2022-02-10T00:00:00.000000Z,vandalismo,critica,4730800
354,2023-11-03T00:00:00.000000Z,accidente,media,8907324
355,2021-12-12T00:00:00.000000Z,dano estructural,media,18418
356,2021-02-27T00:00:00.000000Z,accidente,alta,16678
357,2021-08-25T00:00:00.000000Z,dano estructural,media,18554
358,2023-11-05T00:00:00.000000Z,caida,media,17383
359,2021-11-03T00:00:00.000000Z,robo,media,18323
360,2022-12-04T00:00:00.000000Z,dano estructural,media,18239
361,2020-02-20T00:00:00.000000Z,robo,alta,4792795
362,2023-11-30T00:00:00.000000Z,caida,critica,8799941
363,2021-07-03T00:00:00.000000Z,dano estructural,critica,16812
364,2022-07-17T00:00:00.000000Z,accidente,baja,16730
365,2021-10-06T00:00:00.000000Z,accidente,alta,17051
366,2024-04-25T00:00:00.000000Z,robo,alta,17134
367,2020-02-23T00:00:00.000000Z,vandalismo,baja,17208
368,2022-07-15T00:00:00.000000Z,accidente,alta,18198
369,2020-11-29T00:00:00.000000Z,accidente,media,18152
370,2024-06-29T00:00:00.000000Z,caida,baja,18135
371,2021-03-22T00:00:00.000000Z,accidente,critica,17292
372,2020-08-19T00:00:00.000000Z,dano estructural,alta,17859
373,2023-12-25T00:00:00.000000Z,robo,critica,18176
374,2021-05-05T00:00:00.000000Z,robo,critica,18098
375,2024-02-25T00:00:00.000000Z,robo,media,7247916
376,2023-05-07T00:00:00.000000Z,vandalismo,media,17004
377,2023-01-31T00:00:00.000000Z,accidente,alta,18205
378,2022-04-02T00:00:00.000000Z,vandalismo,critica,17416
379,2022-08-30T00:00:00.000000Z,dano estructural,critica,5653914
380,2023-02-06T00:00:00.000000Z,vandalismo,baja,18268
381,2022-09-01T00:00:00.000000Z,accidente,baja,17644
382,2020-06-01T00:00:00.000000Z,accidente,baja,4745667
383,2023-10-01T00:00:00.000000Z,robo,media,16898
384,2020-06-25T00:00:00.000000Z,robo,critica,18099
385,2021-07-15T00:00:00.000000Z,caida,alta,17570
386,2024-03-06T00:00:00.000000Z,caida,media,52091
387,2024-01-06T00:00:00.000000Z,dano estructural,media,18598
388,2024-06-16T00:00:00.000000Z,caida,alta,17091
389,2020-04-08T00:00:00.000000Z,caida,critica,8785368
390,2020-08-22T00:00:00.000000Z,vandalismo,critica,17073
391,2022-08-18T00:00:00.000000Z,caida,baja,16975
392,2020-07-19T00:00:00.000000Z,robo,critica,5071591
393,2020-08-29T00:00:00.000000Z,robo,baja,16832
394,2022-08-22T00:00:00.000000Z,dano estructural,alta,5653899
395,2024-10-01T00:00:00.000000Z,dano estructural,alta,52156
396,2024-02-24T00:00:00.000000Z,caida,media,18243
397,2021-07-10T00:00:00.000000Z,dano estructural,baja,5237139
398,2019-11-20T00:00:00.000000Z,dano estructural,baja,7144128
399,2020-06-07T00:00:00.000000Z,accidente,critica,17724
400,2023-08-06T00:00:00.000000Z,vandalismo,media,5653877
401,2024-03-06T00:00:00.000000Z,robo,critica,17500
402,2020-01-02T00:00:00.000000Z,accidente,baja,17848
403,2024-03-25T00:00:00.000000Z,accidente,alta,17000
404,2022-02-24T00:00:00.000000Z,vandalismo,alta,17051
405,2021-10-07T00:00:00.000000Z,caida,critica,52183
406,2019-11-02T00:00:00.000000Z,robo,media,9424150
407,2024-08-05T00:00:00.000000Z,dano estructural,alta,17013
408,2020-04-06T00:00:00.000000Z,robo,alta,17614
409,2022-02-19T00:00:00.000000Z,vandalismo,alta,17922
410,2022-09-18T00:00:00.000000Z,caida,alta,18282
411,2021-02-21T00:00:00.000000Z,vandalismo,baja,17925
412,2021-07-15T00:00:00.000000Z,accidente,media,5237133
413,2021-11-10T00:00:00.000000Z,dano estructural,critica,7802438
414,2020-06-23T00:00:00.000000Z,accidente,critica,16813
415,2022-03-27T00:00:00.000000Z,accidente,media,17952
416,2023-05-26T00:00:00.000000Z,dano estructural,baja,17974
417,2024-03-29T00:00:00.000000Z,vandalismo,critica,17856
418,2021-06-11T00:00:00.000000Z,dano estructural,baja,17037
419,2024-07-19T00:00:00.000000Z,dano estructural,critica,17948
420,2019-11-09T00:00:00.000000Z,robo,critica,18443
421,2021-09-22T00:00:00.000000Z,dano estructural,baja,18599
422,2023-08-05T00:00:00.000000Z,caida,critica,17650
423,2021-04-04T00:00:00.000000Z,dano estructural,alta,17414
424,2023-07-07T00:00:00.000000Z,caida,critica,18462
425,2024-02-04T00:00:00.000000Z,robo,critica,16730
426,2020-08-13T00:00:00.000000Z,caida,media,18232
427,2024-09-01T00:00:00.000000Z,robo,alta,18218
428,2022-02-26T00:00:00.000000Z,robo,baja,17209
429,2021-03-14T00:00:00.000000Z,vandalismo,critica,17468
430,2019-10-21T00:00:00.000000Z,caida,critica,17111
431,2023-12-09T00:00:00.000000Z,robo,critica,18564
432,2022-09-08T00:00:00.000000Z,vandalismo,baja,17050
433,2021-06-10T00:00:00.000000Z,dano estructural,media,17564
434,2024-03-02T00:00:00.000000Z,caida,alta,17690
435,2024-04-19T00:00:00.000000Z,caida,alta,17470
436,2020-06-09T00:00:00.000000Z,accidente,critica,17340
437,2021-06-15T00:00:00.000000Z,accidente,media,17272
438,2024-03-02T00:00:00.000000Z,caida,critica,18417
439,2024-05-11T00:00:00.000000Z,accidente,alta,16711
440,2020-11-19T00:00:00.000000Z,caida,critica,16832
441,2021-02-09T00:00:00.000000Z,dano estructural,baja,17933
442,2020-09-13T00:00:00.000000Z,vandalismo,alta,17014
443,2022-05-12T00:00:00.000000Z,robo,baja,18043
444,2020-11-16T00:00:00.000000Z,accidente,alta,52197
445,2022-05-27T00:00:00.000000Z,robo,baja,17678
446,2024-06-22T00:00:00.000000Z,vandalismo,baja,6819621
447,2020-10-15T00:00:00.000000Z,accidente,media,5237123
448,2021-01-12T00:00:00.000000Z,robo,alta,16677
449,2024-08-15T00:00:00.000000Z,dano estructural,media,3960567
450,2022-09-22T00:00:00.000000Z,dano estructural,media,17946
451,2022-01-22T00:00:00.000000Z,accidente,baja,17100
452,2022-08-25T00:00:00.000000Z,accidente,baja,3991194
453,2024-07-03T00:00:00.000000Z,dano estructural,critica,17113
454,2022-12-08T00:00:00.000000Z,vandalismo,critica,16870
455,2024-05-01T00:00:00.000000Z,caida,alta,18062
456,2024-03-13T00:00:00.000000Z,dano estructural,media,451321
457,2020-12-26T00:00:00.000000Z,caida,media,4737941
