ID,DESC_CLASIFICACION,COD_BARRIO,BARRIO,COD_DISTRITO,DISTRITO,ESTADO,COORD_GIS_X,COORD_GIS_Y,LATITUD,LONGITUD,TIPO_VIA,NOM_VIA,NUM_VIA,COD_POSTAL,DIRECCION_AUX,NDP,FECHA_INSTALACION,CODIGO_INTERNO,CONTRATO_COD,TOTAL_ELEM,tipo,COORD_GIS,SISTEMA_COORD
4792788,circuito deportivo elemental,192,valdebernardo,19.0,vicalvaro,operativo,447539.09,4472342.72,40.40004013,-3.61820713,calle,cordel de pavones,9,28032.0,"cordel de pavones, 000009",31006992.0,2017-12-07 00:00:00,d1956,ae21,8,deportivas,"[-3.61820713, 40.40004013]",WGS84
4792806,circuito deportivo elemental,191,casco historico de vicalvaro,19.0,vicalvaro,operativo,447675.68,4473620.38,40.41155872,-3.61670266,avenida,daroca,299,28032.0,"avda daroca, 000299",31041868.0,17/09/20,d1955,ae21,7,deportivas,"[-3.61670266, 40.41155872]",WGS84
4794560,circuito deportivo elemental,62,cuatro caminos,6.0,tetuan,operativo,441208.42,4477835.59,40.44909965,-3.69331167,paseo,castellana,75 b,28046.0,4794560-DIRECCION_AUX-desconocido,20181752.0,2018-06-18T00:00:00.000000Z,d0653,ae21,9,deportivas,"[-3.69331167, 40.44909965]",WGS84
4985933,circuito deportivo elemental,181,casco historico de vallecas,18.0,villa de vallecas,operativo,446385.04,4468656.83,40.36676172,-3.63149569,calle,perales del rio,14,28031.0,"perales del rio, 000014",31042406.0,2018-06-01T00:00:00.000000Z,d1857,ae21,6,deportivas,"[-3.63149569, 40.36676172]",WGS84
4988302,circuito deportivo elemental,194,el canaveral,19.0,vicalvaro,operativo,452083.52,4472894.74,40.40528704,-3.56469903,calle,alto del esparragal,214,28052.0,"alto del esparragal, 000214",31047359.0,12-20-2018,d1958,ae21,9,deportivas,"[-3.56469903, 40.40528704]",WGS84
3740686,circuito deportivo elemental,52,prosperidad,5.0,chamartin,operativo,443654.16,4478163.31,40.45222129,-3.66450074,calle,padre claret,38,28002.0,parque rodiguez de la fuente,31041818.0,2017-12-01T00:00:00.000000Z,d0501,ae21,5,deportivas,"[-3.66450074, 40.45222129]",WGS84
3971913,circuito deportivo elemental,124,almendrales,12.0,usera,operativo,441061.86,4470414.01,40.38223204,-3.69435226,calle,anafil,14,28026.0,"anafil, 000014",31009895.0,2016-02-08T00:00:00.000000Z,d1253,ae21,8,deportivas,"[-3.69435226, 40.38223204]",WGS84
451353,circuito deportivo elemental,85,la paz,8.0,fuencarral - el pardo,operativo,441083.07,4481248.95,40.47983973,-3.6951067,avenida,monforte de lemos,12,28029.0,parque norte,20095292.0,2015-01-12T00:00:00.000000Z,d0851,ae21,13,deportivas,"[-3.6951067, 40.47983973]",WGS84
451521,circuito deportivo elemental,104,aluche,10.0,latina,operativo,435282.347,4472326.805,40.3990344,-3.7626298,paseo,extremadura,351,28011.0,"calle sesena, 34",11068877.0,22/05/2023,d1054,ae21,11,deportivas,"[-3.7626298, 40.3990344]",WGS84
451542,circuito deportivo elemental,103,lucero,10.0,latina,operativo,436461.18,4472216.34,40.39813007,-3.7487286,calle,cuart de poblet,19,28047.0,parque cuna verde,31016351.0,2021-06-05T00:00:00.000000Z,d1056,ae21,10,deportivas,"[-3.7487286, 40.39813007]",WGS84
5195385,circuito deportivo elemental,171,villaverde alto - casco historico de villaverde,17.0,villaverde,operativo,439209.51,4466641.08,40.34811041,-3.71581362,calle,sulfato,22e,28021.0,"sulfato, 000022  e",20162505.0,2019-09-25T00:00:00.000000Z,d1757,ae21,8,deportivas,"[-3.71581362, 40.34811041]",WGS84
52042,circuito deportivo elemental,24,legazpi,2.0,arganzuela,operativo,441938.701,4470854.699,40.38626357,-3.68406303,calle,puerto de la cruz verde,23,28045.0,parque enrique tierno galvan,20118243.0,2021-04-05T00:00:00.000000Z,d0250,ae21,12,deportivas,"[-3.68406303, 40.38626357]",WGS84
5209117,circuito deportivo elemental,105,campamento,10.0,latina,operativo,434271.75,4471852.53,40.39468281,-3.77448864,calle,cine,33,28024.0,"CALLE CINE, 33",11066850.0,2019-08-11T00:00:00.000000Z,d1058,ae21,3,deportivas,"[-3.77448864, 40.39468281]",WGS84
52109,circuito deportivo elemental,113,san isidro,11.0,carabanchel,operativo,438192.2,4472295.05,40.3989694,-3.72833983,paseo,ermita del santo,74b,28019.0,"paseo ermita del santo, 000074  b",31048276.0,05-31-2021,d1151,ae21,26,deportivas,"[-3.72833983, 40.3989694]",WGS84
52111,circuito deportivo elemental,114,vista alegre,11.0,carabanchel,operativo,436321.81,4470514.14,40.38278529,-3.75020059,calle,fernando delgado,8,28047.0,"fernando delgado, 000008",11074893.0,2021-05-06T00:00:00.000000Z,d1153,ae21,7,deportivas,"[-3.75020059, 40.38278529]",WGS84
52122,circuito deportivo elemental,121,orcasitas,12.0,usera,operativo,439068.85,4468763.84,40.36722311,-3.71767252,calle,beasain,45,28041.0,"beasain, 000045",31030933.0,2013-08-01T00:00:00.000000Z,d1251,ae21,15,deportivas,"[-3.71767252, 40.36722311]",WGS84
5224222,circuito deportivo elemental,171,villaverde alto - casco historico de villaverde,17.0,villaverde,operativo,440624.65,4465016.49,40.33357705,-3.69900034,calle,transversal sexta,20,28021.0,"transversal sexta, 000020",20161828.0,2019-12-18T00:00:00.000000Z,d1758,ae21,6,deportivas,"[-3.69900034, 40.33357705]",WGS84
5653716,area de juegos/especial,35,los jeronimos,3.0,retiro,operativo,442075.992,4473971.967,40.41435515,-3.68272925,5653716-TIPO_VIA-desconocido,5653716-NOM_VIA-desconocido,5653716-NUM_VIA-desconocido,5653716-COD_POSTAL-desconocido,5653716-DIRECCION_AUX-desconocido,5653716-NDP-desconocido,2014-11-03T00:00:00.000000Z,5653716-CODIGO_INTERNO-desconocido,6,1,deportivas,"[-3.68272925, 40.41435515]",WGS84
5653737,area de juegos/especial,35,los jeronimos,3.0,retiro,operativo,442052.286,4473575.217,40.41077938,-3.6829725,5653737-TIPO_VIA-desconocido,5653737-NOM_VIA-desconocido,5653737-NUM_VIA-desconocido,5653737-COD_POSTAL-desconocido,5653737-DIRECCION_AUX-desconocido,5653737-NDP-desconocido,5653737,5653737-CODIGO_INTERNO-desconocido,6,24,deportivas,"[-3.6829725, 40.41077938]",WGS84
5653825,area de juegos/especial,43,fuente del berro,4.0,salamanca,operativo,444022.896,4474922.684,40.42305296,-3.65986694,5653825-TIPO_VIA-desconocido,5653825-NOM_VIA-desconocido,5653825-NUM_VIA-desconocido,5653825-COD_POSTAL-desconocido,5653825-DIRECCION_AUX-desconocido,5653825-NDP-desconocido,2014-10-29T00:00:00.000000Z,5653825-CODIGO_INTERNO-desconocido,6,1,deportivas,"[-3.65986694, 40.42305296]",WGS84
5653881,area de juegos/especial,93,ciudad universitaria,9.0,moncloa - aravaca,operativo,439202.418,4478775.355,40.45742112,-3.71705611,5653881-TIPO_VIA-desconocido,5653881-NOM_VIA-desconocido,5653881-NUM_VIA-desconocido,5653881-COD_POSTAL-desconocido,5653881-DIRECCION_AUX-desconocido,5653881-NDP-desconocido,2009-12-29T00:00:00.000000Z,5653881-CODIGO_INTERNO-desconocido,6,3,deportivas,"[-3.71705611, 40.45742112]",WGS84
5653896,area de juegos/especial,93,ciudad universitaria,9.0,moncloa - aravaca,operativo,438897.19,4478964.46,40.45910227,-3.72067395,5653896-TIPO_VIA-desconocido,5653896-NOM_VIA-desconocido,5653896-NUM_VIA-desconocido,5653896-COD_POSTAL-desconocido,5653896-DIRECCION_AUX-desconocido,5653896-NDP-desconocido,2009-12-29T00:00:00.000000Z,5653896-CODIGO_INTERNO-desconocido,6,1,deportivas,"[-3.72067395, 40.45910227]",WGS84
5653901,area de juegos/especial,93,ciudad universitaria,9.0,moncloa - aravaca,operativo,439219.998,4478724.406,40.45696344,-3.71684391,5653901-TIPO_VIA-desconocido,5653901-NOM_VIA-desconocido,5653901-NUM_VIA-desconocido,5653901-COD_POSTAL-desconocido,5653901-DIRECCION_AUX-desconocido,5653901-NDP-desconocido,2009-12-29T00:00:00.000000Z,5653901-CODIGO_INTERNO-desconocido,6,2,deportivas,"[-3.71684391, 40.45696344]",WGS84
5653905,area de juegos/especial,93,ciudad universitaria,9.0,moncloa - aravaca,operativo,439076.979,4478382.736,40.45387507,-3.71849777,5653905-TIPO_VIA-desconocido,5653905-NOM_VIA-desconocido,5653905-NUM_VIA-desconocido,5653905-COD_POSTAL-desconocido,5653905-DIRECCION_AUX-desconocido,5653905-NDP-desconocido,2009-12-29T00:00:00.000000Z,5653905-CODIGO_INTERNO-desconocido,6,1,deportivas,"[-3.71849777, 40.45387507]",WGS84
5653909,area de juegos/especial,93,ciudad universitaria,9.0,moncloa - aravaca,operativo,438967.331,4478495.705,40.4548847,-3.71980167,5653909-TIPO_VIA-desconocido,5653909-NOM_VIA-desconocido,5653909-NUM_VIA-desconocido,5653909-COD_POSTAL-desconocido,5653909-DIRECCION_AUX-desconocido,5653909-NDP-desconocido,5653909,5653909-CODIGO_INTERNO-desconocido,6,1,deportivas,"[-3.71980167, 40.4548847]",WGS84
5653924,area de juegos/especial,93,ciudad universitaria,9.0,moncloa - aravaca,operativo,438790.056,4478480.258,40.45473251,-3.72189076,5653924-TIPO_VIA-desconocido,5653924-NOM_VIA-desconocido,5653924-NUM_VIA-desconocido,5653924-COD_POSTAL-desconocido,5653924-DIRECCION_AUX-desconocido,5653924-NDP-desconocido,2009-12-29T00:00:00.000000Z,5653924-CODIGO_INTERNO-desconocido,6,2,deportivas,"[-3.72189076, 40.45473251]",WGS84
5653942,area de juegos/especial,93,ciudad universitaria,9.0,moncloa - aravaca,operativo,438675.604,4478433.465,40.45430254,-3.72323595,5653942-TIPO_VIA-desconocido,5653942-NOM_VIA-desconocido,5653942-NUM_VIA-desconocido,5653942-COD_POSTAL-desconocido,5653942-DIRECCION_AUX-desconocido,5653942-NDP-desconocido,2009-12-29T00:00:00.000000Z,5653942-CODIGO_INTERNO-desconocido,6,1,deportivas,"[-3.72323595, 40.45430254]",WGS84
5653960,area de juegos/especial,93,ciudad universitaria,9.0,moncloa - aravaca,operativo,438599.065,4478404.846,40.45403908,-3.72413578,5653960-TIPO_VIA-desconocido,5653960-NOM_VIA-desconocido,5653960-NUM_VIA-desconocido,5653960-COD_POSTAL-desconocido,5653960-DIRECCION_AUX-desconocido,5653960-NDP-desconocido,2009-12-29T00:00:00.000000Z,5653960-CODIGO_INTERNO-desconocido,6,3,deportivas,"[-3.72413578, 40.45403908]",WGS84
5653965,area de juegos/especial,93,ciudad universitaria,9.0,moncloa - aravaca,operativo,438568.502,4478407.44,40.45406019,-3.72449645,5653965-TIPO_VIA-desconocido,5653965-NOM_VIA-desconocido,5653965-NUM_VIA-desconocido,5653965-COD_POSTAL-desconocido,5653965-DIRECCION_AUX-desconocido,5653965-NDP-desconocido,5653965,5653965-CODIGO_INTERNO-desconocido,6,1,deportivas,"[-3.72449645, 40.45406019]",WGS84
5653971,area de juegos/especial,93,ciudad universitaria,9.0,moncloa - aravaca,operativo,438662.648,4478554.53,40.45539219,-3.72340043,5653971-TIPO_VIA-desconocido,5653971-NOM_VIA-desconocido,5653971-NUM_VIA-desconocido,5653971-COD_POSTAL-desconocido,5653971-DIRECCION_AUX-desconocido,5653971-NDP-desconocido,5653971,5653971-CODIGO_INTERNO-desconocido,6,1,deportivas,"[-3.72340043, 40.45539219]",WGS84
5653995,area de juegos/especial,93,ciudad universitaria,9.0,moncloa - aravaca,operativo,438668.244,4478615.665,40.45594333,-3.72334034,5653995-TIPO_VIA-desconocido,5653995-NOM_VIA-desconocido,5653995-NUM_VIA-desconocido,5653995-COD_POSTAL-desconocido,5653995-DIRECCION_AUX-desconocido,5653995-NDP-desconocido,2009-12-29T00:00:00.000000Z,5653995-CODIGO_INTERNO-desconocido,6,1,deportivas,"[-3.72334034, 40.45594333]",WGS84
5654012,area de juegos/especial,93,ciudad universitaria,9.0,moncloa - aravaca,operativo,438593.602,4478711.641,40.4568024,-3.72422988,5654012-TIPO_VIA-desconocido,5654012-NOM_VIA-desconocido,5654012-NUM_VIA-desconocido,5654012-COD_POSTAL-desconocido,5654012-DIRECCION_AUX-desconocido,5654012-NDP-desconocido,2009-12-29T00:00:00.000000Z,5654012-CODIGO_INTERNO-desconocido,6,1,deportivas,"[-3.72422988, 40.4568024]",WGS84
5654016,area de juegos/especial,93,ciudad universitaria,9.0,moncloa - aravaca,operativo,438655.272,4478772.337,40.45735373,-3.72350846,5654016-TIPO_VIA-desconocido,5654016-NOM_VIA-desconocido,5654016-NUM_VIA-desconocido,5654016-COD_POSTAL-desconocido,5654016-DIRECCION_AUX-desconocido,5654016-NDP-desconocido,5654016,5654016-CODIGO_INTERNO-desconocido,6,1,deportivas,"[-3.72350846, 40.45735373]",WGS84
5654025,area de juegos/especial,93,ciudad universitaria,9.0,moncloa - aravaca,operativo,438599.394,4478920.47,40.45868404,-3.72418177,5654025-TIPO_VIA-desconocido,5654025-NOM_VIA-desconocido,5654025-NUM_VIA-desconocido,5654025-COD_POSTAL-desconocido,5654025-DIRECCION_AUX-desconocido,5654025-NDP-desconocido,2009-12-29T00:00:00.000000Z,5654025-CODIGO_INTERNO-desconocido,6,1,deportivas,"[-3.72418177, 40.45868404]",WGS84
5654045,area de juegos/especial,93,ciudad universitaria,9.0,moncloa - aravaca,operativo,438485.609,4478957.395,40.45900826,-3.72552727,5654045-TIPO_VIA-desconocido,5654045-NOM_VIA-desconocido,5654045-NUM_VIA-desconocido,5654045-COD_POSTAL-desconocido,5654045-DIRECCION_AUX-desconocido,5654045-NDP-desconocido,5654045,5654045-CODIGO_INTERNO-desconocido,6,1,deportivas,"[-3.72552727, 40.45900826]",WGS84
5654053,area de juegos/especial,93,ciudad universitaria,9.0,moncloa - aravaca,operativo,438473.254,4479011.271,40.45949268,-3.7256782,5654053-TIPO_VIA-desconocido,5654053-NOM_VIA-desconocido,5654053-NUM_VIA-desconocido,5654053-COD_POSTAL-desconocido,5654053-DIRECCION_AUX-desconocido,5654053-NDP-desconocido,2009-12-29T00:00:00.000000Z,5654053-CODIGO_INTERNO-desconocido,6,1,deportivas,"[-3.7256782, 40.45949268]",WGS84
5654057,area de juegos/especial,93,ciudad universitaria,9.0,moncloa - aravaca,operativo,438593.46,4479061.258,40.45995187,-3.72426538,5654057-TIPO_VIA-desconocido,5654057-NOM_VIA-desconocido,5654057-NUM_VIA-desconocido,5654057-COD_POSTAL-desconocido,5654057-DIRECCION_AUX-desconocido,5654057-NDP-desconocido,2009-12-29T00:00:00.000000Z,5654057-CODIGO_INTERNO-desconocido,6,1,deportivas,"[-3.72426538, 40.45995187]",WGS84
4990656,circuito deportivo elemental,44,guindalera,4.0,salamanca,operativo,444017.17,4476843.83,40.44035927,-3.66010364,avenida,brasilia,4,28028.0,parque las avenidas,31026006.0,2019-01-14T00:00:00.000000Z,d0452,ae21,15,deportivas,"[-3.66010364, 40.44035927]",WGS84
3963526,circuito deportivo elemental,173,butarque,17.0,villaverde,operativo,442618.92,4466792.66,40.34971742,-3.67568386,avenida,los rosales,116,28021.0,"avda los rosales, 000116",31005158.0,2013-12-18T00:00:00.000000Z,d1752,ae21,15,deportivas,"[-3.67568386, 40.34971742]",WGS84
451351,circuito deportivo elemental,85,la paz,8.0,fuencarral - el pardo,operativo,441321.5,4481281.73,40.48015191,-3.69229691,avenida,monforte de lemos,8,28029.0,"PARQUE NORTE , ASCENDIENTE 1: 085 · LA PAZ ,",20095286.0,2014-01-12T00:00:00.000000Z,d0850,ae21,3,deportivas,"[-3.69229691, 40.48015191]",WGS84
451442,circuito deportivo elemental,107,aguilas,10.0,latina,operativo,435373.69,4469890.54,40.37709464,-3.76130634,calle,rompedizo,15,28044.0,451442-DIRECCION_AUX-desconocido,31008043.0,2004-01-01T00:00:00.000000Z,d1053,ae21,6,deportivas,"[-3.76130634, 40.37709464]",WGS84
451531,circuito deportivo elemental,101,los carmenes,10.0,latina,operativo,438156.422,4472917.16,40.40457098,-3.72882185,avenida,caprichos,14,28011.0,parque caramuel,20148982.0,2004-01-01T00:00:00.000000Z,d1055,ae21,6,deportivas,"[-3.72882185, 40.40457098]",WGS84
451569,circuito deportivo elemental,101,los carmenes,10.0,latina,operativo,437386.83,4472392.48,40.39978692,-3.73783911,calle,concejal francisco jose jimenez martin,5,28047.0,CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN 5,31012806.0,2004-01-01T00:00:00.000000Z,d1051,ae21,3,deportivas,"[-3.73783911, 40.39978692]",WGS84
5197210,circuito deportivo elemental,71,gaztambide,7.0,chamberi,operativo,439610.46,4476075.54,40.43312983,-3.71198727,calle,melendez valdes,32,28015.0,"C · CALLE BLASCO DE GARAY 38 , ASCENDIENTE 1: 071",20013208.0,2019-09-09T00:00:00.000000Z,d0701,ae21,5,deportivas,"[-3.71198727, 40.43312983]",WGS84
52070,circuito deportivo elemental,65,valdeacederas,6.0,tetuan,operativo,439810.18,4479701.69,40.46581015,-3.70997645,52070-TIPO_VIA-desconocido,52070-NOM_VIA-desconocido,52070-NUM_VIA-desconocido,52070-COD_POSTAL-desconocido,parque agustin rodriguez sahagun,31028439.0,2006-02-22T00:00:00.000000Z,d0650,ae21,19,deportivas,"[-3.70997645, 40.46581015]",WGS84
52108,circuito deportivo elemental,117,abrantes,11.0,carabanchel,operativo,438845.589,4469702.123,40.37565929,-3.72039199,avenida,princesa juana de austria,43,28021.0,"avda princesa juana de austria, 000043",20026320.0,2021-04-30T00:00:00.000000Z,d1150,ae21,36,deportivas,"[-3.72039199, 40.37565929]",WGS84
52110,circuito deportivo elemental,116,buenavista,11.0,carabanchel,operativo,437755.39,4469213.21,40.37117422,-3.73318568,avenida,euro,12a,28054.0,"avda euro, 000012  a",31045888.0,2021-06-05T00:00:00.000000Z,d1152,ae21,16,deportivas,"[-3.73318568, 40.37117422]",WGS84
52121,circuito deportivo elemental,127,pradolongo,12.0,usera,operativo,440129.74,4469313.67,40.37225314,-3.70522945,avenida,poblados,169,28041.0,"avda poblados, 000169",31007159.0,2013-08-01T00:00:00.000000Z,d1250,ae21,16,deportivas,"[-3.70522945, 40.37225314]",WGS84
52123,circuito deportivo elemental,121,orcasitas,12.0,usera,operativo,439874.08,4468712.14,40.36681583,-3.70818401,calle,simca,4,28041.0,"simca, 000004",31002263.0,2013-08-01T00:00:00.000000Z,d1252,ae21,6,deportivas,"[-3.70818401, 40.36681583]",WGS84
5246180,area de juegos/especial,91,casa de campo,9.0,moncloa - aravaca,operativo,435814.0,4473808.71,40.41242511,-3.7565148,paseo,paseo puerta del angel,1,28011.0,5246180-DIRECCION_AUX-desconocido,20148982.0,fecha_incorrecta,D105509,6,2,deportivas,"[-3.7565148, 40.41242511]",WGS84
5653727,area de juegos/especial,35,los jeronimos,3.0,retiro,operativo,441790.738,4473472.315,40.40983413,-3.68604549,5653727-TIPO_VIA-desconocido,5653727-NOM_VIA-desconocido,5653727-NUM_VIA-desconocido,5653727-COD_POSTAL-desconocido,5653727-DIRECCION_AUX-desconocido,5653727-NDP-desconocido,2014-03-11T00:00:00.000000Z,5653727-CODIGO_INTERNO-desconocido,6,5,deportivas,"[-3.68604549, 40.40983413]",WGS84
5653806,area de juegos/especial,208,el salvador,20.0,san blas - canillejas,operativo,446810.056,4477232.672,40.44404552,-3.6272067,5653806-TIPO_VIA-desconocido,5653806-NOM_VIA-desconocido,5653806-NUM_VIA-desconocido,5653806-COD_POSTAL-desconocido,5653806-DIRECCION_AUX-desconocido,5653806-NDP-desconocido,2015-07-24T00:00:00.000000Z,5653806-CODIGO_INTERNO-desconocido,6,10,deportivas,"[-3.6272067, 40.44404552]",WGS84
5056315,circuito deportivo elemental,126,zofio,12.0,usera,operativo,439010.21,4469993.2,40.37829352,-3.71848077,avenida,princesa juana de austria,47,28021.0,"avda princesa juana de austria, 000047",20127260.0,2019-03-22T00:00:00.000000Z,d1254,ae21,12,deportivas,"[-3.71848077, 40.37829352]",WGS84
5175231,circuito deportivo elemental,86,valverde,8.0,fuencarral - el pardo,operativo,441925.662,4481663.994,40.48363797,-3.68520443,avenida,llano castellano,3,28034.0,parque de begona,11047058.0,2019-07-18T00:00:00.000000Z,d0855,ae21,5,deportivas,"[-3.68520443, 40.48363797]",WGS84
52131,circuito deportivo elemental,131,entrevias,13.0,puente de vallecas,operativo,443686.861,4469940.648,40.37814925,-3.66338721,avenida,entrevias,92,28053.0,"avda entrevias, 000092",11088012.0,2013-08-01T00:00:00.000000Z,d1351,ae21,11,deportivas,"[-3.66338721, 40.37814925]",WGS84
52138,circuito deportivo elemental,143,marroquina,14.0,moratalaz,operativo,445697.53,4473557.91,40.41086925,-3.64001076,avenida,doctor garcia tapia,123,28030.0,"avda doctor garcia tapia, 000123",11101400.0,2013-08-01T00:00:00.000000Z,d1450,ae21,9,deportivas,"[-3.64001076, 40.41086925]",WGS84
